GEOID,TOTAL_POP,TOTAL_VAP,WHITE_VAP,HISPANIC_VAP,BLACK_VAP,NATIVE_VAP,ASIAN_VAP,PACIFIC_VAP,MINORITY_VAP
35009000036,400,300,184,99,3,15,1,0,116
35009000028,789,573,149,399,19,16,3,0,424
35009000035,1068,808,631,130,18,15,9,1,177
35045000030,1395,1020,683,150,12,146,32,4,337
35045000109,1402,1029,254,251,48,465,11,2,775
35006000022,532,422,3,9,0,404,0,1,419
35006000021,804,581,0,12,2,514,0,0,581
35006000020,1285,944,5,34,4,892,3,7,939
35006000004,662,539,320,115,2,108,5,1,219
35006000006,316,247,145,55,8,45,1,0,102
35006000014,1086,809,344,324,11,149,5,7,465
35006000017,2112,1540,5,23,4,1515,4,0,1535
35006000029,1123,802,21,30,5,764,5,1,781
35009000041,1029,756,246,432,59,15,11,0,510
35009000021,1089,807,348,377,47,30,25,2,459
35009000009,2190,1554,360,1020,131,49,36,0,1194
35009000018,2470,1772,1081,399,138,45,109,10,691
35009000038,854,599,410,94,43,16,46,1,189
35009000039,885,699,520,118,12,13,32,1,179
35009000010,863,663,447,175,15,31,11,1,216
35009000004,900,691,547,102,3,35,6,1,144
35041000006,530,400,300,90,2,8,1,0,100
35035000017,1462,1216,761,300,71,38,46,3,455
35035000047,1422,1076,487,420,81,69,48,4,589
35035000059,2262,1610,860,304,244,69,108,33,750
35035000056,2009,1302,38,141,10,1199,4,1,1264
35035000011,2013,1417,42,131,4,1324,5,3,1375
35035000022,714,543,287,178,41,22,14,4,256
35035000028,696,530,332,141,16,24,18,1,198
35035000051,1478,1147,677,334,84,46,32,6,470
35035000030,815,607,347,189,36,27,9,4,260
35045000016,1689,1286,15,31,4,1256,3,0,1271
35045000018,1505,1046,8,17,2,1035,1,0,1038
35045000014,466,385,18,8,1,361,4,0,367
35045000077,948,682,358,230,5,90,3,0,324
35045000051,1917,1397,426,493,16,472,9,0,971
35045000011,857,648,10,7,3,614,20,0,638
35045000010,794,647,3,10,0,638,0,2,644
35045000044,1456,1097,474,283,13,332,14,2,623
35045000057,1402,1088,806,166,5,103,3,1,282
35045000103,1381,1027,669,216,19,113,15,1,358
35045000102,639,473,234,108,3,140,3,0,239
35045000090,1043,766,466,189,8,100,9,2,300
35045000017,219,163,0,1,0,160,2,0,163
35045000013,1208,925,7,15,3,910,3,0,918
35045000036,935,720,385,176,8,160,4,4,335
35045000027,1989,1320,281,181,15,861,12,2,1039
35045000110,1730,1118,70,199,16,846,11,1,1048
35009000031,1830,1418,812,374,130,35,59,6,606
35037000001,232,188,171,10,1,4,0,1,17
35009000026,1242,900,233,555,85,37,8,2,667
35045000006,493,400,5,3,0,394,0,0,395
35045000015,937,661,4,16,2,655,0,1,657
35045000021,1624,1156,408,72,9,673,14,0,748
35045000059,1166,884,624,111,10,136,6,7,260
35045000003,1244,932,9,9,4,918,1,0,923
35009000015,1810,1270,507,552,152,55,44,4,763
35009000023,751,608,416,140,31,20,11,0,192
35009000034,154,115,96,17,3,1,1,0,19
35025000061,1884,1274,216,970,55,30,4,3,1058
35025000036,2087,1434,264,1077,59,54,5,0,1170
35025000015,1272,870,411,411,13,20,12,0,459
35025000009,1222,853,369,442,23,14,16,2,484
35025000013,2540,1747,568,1112,26,47,7,2,1179
35015000042,99,69,45,20,1,4,0,0,24
35025000062,618,452,242,192,8,10,1,0,210
35025000071,1659,1162,505,582,24,49,8,4,657
35025000073,1436,1060,401,612,17,24,1,0,659
35025000031,2440,1728,366,1203,122,62,11,7,1362
35009000032,705,517,302,136,47,17,20,1,215
35061000001,673,551,240,215,12,81,15,1,311
35061000043,1051,830,333,447,14,36,10,0,497
35061000040,896,712,203,460,17,46,4,1,509
35061000042,1574,1047,413,570,11,56,22,1,634
35061000041,1074,811,313,421,36,53,15,3,498
35061000003,1066,853,297,456,17,84,13,1,556
35061000007,1497,1134,435,658,14,51,14,2,699
35061000059,1547,1224,407,703,15,91,10,1,817
35061000039,2081,1576,743,686,42,83,45,4,833
35061000019,1772,1546,605,790,74,88,4,1,941
35061000037,1745,1508,609,763,54,103,1,0,899
35061000052,1101,845,269,544,13,33,13,0,576
35061000023,1262,947,266,633,10,47,9,4,681
35061000027,1458,1104,571,462,20,39,12,3,533
35006000015,1489,1272,568,472,64,180,13,2,704
35006000028,1096,807,165,457,14,196,8,2,642
35006000005,1177,925,270,51,3,616,5,0,655
35006000026,1694,1184,176,27,8,985,19,1,1008
35006000001,274,241,193,29,4,28,0,0,48
35006000027,1078,950,244,544,71,109,11,1,706
35006000019,1141,1035,469,455,35,84,8,0,566
35045000065,1058,846,673,93,2,54,6,0,173
35045000061,1443,1121,850,170,0,74,9,1,271
35045000008,1593,1224,3,5,2,1217,1,0,1221
35045000130,1447,967,3,10,3,959,2,6,964
35045000005,1679,1215,13,20,9,1164,23,8,1202
35045000060,1341,1065,823,171,4,61,12,0,242
35045000067,1922,1392,820,347,4,225,15,1,572
35045000066,929,783,510,183,4,68,12,0,273
35045000007,488,390,5,6,0,385,0,0,385
35045000131,913,682,14,4,1,639,26,1,668
35045000004,1788,1314,18,11,9,1281,7,0,1296
35061000014,1367,1096,422,619,20,56,6,0,674
35061000004,1333,1075,539,447,14,78,4,6,536
35061000020,357,299,91,201,5,9,1,1,208
35061000051,1283,993,313,627,9,43,6,0,680
35041000008,1427,1046,183,835,23,22,6,0,863
35061000006,1053,819,306,454,8,55,2,0,513
35061000060,979,801,401,372,5,25,4,2,400
35035000016,1556,1346,770,213,227,43,103,26,576
35035000008,1259,1016,838,122,9,24,7,1,178
35035000057,879,768,632,93,9,18,0,0,136
35035000058,91,75,68,5,0,5,1,0,7
35035000007,444,370,311,40,5,16,6,3,59
35035000005,381,336,279,45,5,15,2,0,57
35035000009,956,820,701,72,4,33,14,0,119
35035000014,1054,833,408,362,13,68,11,2,425
35035000055,1087,846,574,218,15,46,3,1,272
35051000002,1249,1103,890,125,10,61,13,0,213
35035000015,2024,1575,956,482,37,56,25,12,619
35035000019,713,563,152,348,43,22,14,4,411
35041000005,365,269,212,48,2,3,1,0,57
35005000044,87,58,37,17,0,3,2,0,21
35041000009,2301,1747,969,648,46,57,33,6,778
35035000024,1616,1275,801,337,63,50,32,9,474
35035000035,1800,1527,1175,209,58,48,34,8,352
35035000018,1489,1210,807,239,53,47,47,7,403
35035000040,820,649,440,119,52,19,13,4,209
35035000021,1259,970,598,234,71,48,33,2,372
35035000004,79,65,56,6,0,3,0,0,9
35035000003,39,36,29,4,0,3,0,0,7
35041000004,455,347,266,72,1,5,0,0,81
35005000045,47,36,13,22,1,0,0,0,23
35041000010,2002,1532,870,509,81,42,39,7,662
35025000072,1680,1221,628,540,14,30,4,3,593
35025000012,1050,738,139,580,10,16,3,0,599
35025000003,1086,811,460,323,4,20,3,1,351
35005000071,643,490,301,183,1,6,1,0,189
35005000013,1623,1130,477,587,12,53,13,0,653
35017000030,617,551,470,49,4,19,8,0,81
35017000031,104,80,64,14,1,2,1,0,16
35017000033,841,664,366,248,8,38,9,6,298
35017000032,355,289,94,182,1,16,3,2,195
35005000036,1394,1082,566,460,23,28,10,0,516
35005000105,1882,1659,695,825,88,52,2,1,964
35005000072,1402,1021,248,740,20,33,7,5,773
35005000074,731,538,140,383,2,10,6,0,398
35017000012,1037,843,553,243,10,20,13,1,290
35017000038,1285,1038,635,331,20,31,22,4,403
35017000013,1103,928,625,233,13,32,11,0,303
35025000054,1447,991,150,779,52,33,6,1,841
35025000011,1967,1280,289,945,26,25,6,2,991
35013000163,2202,1371,75,1258,17,34,14,6,1296
35013000164,1667,1218,96,1102,6,33,1,2,1122
35013000015,1552,1225,397,793,11,52,9,2,828
35013000162,2458,1735,222,1462,24,70,17,2,1513
35013000016,1248,1001,176,813,6,41,7,5,825
35013000054,1091,941,477,300,62,44,76,7,464
35013000114,707,604,359,198,13,18,19,0,245
35013000064,1248,925,317,554,14,55,6,0,608
35005000103,666,503,169,311,3,17,8,0,334
35005000010,1085,840,619,191,6,11,5,1,221
35017000008,1017,813,431,339,12,29,8,0,382
35017000036,658,528,296,204,10,25,2,0,232
35017000026,806,619,124,476,9,27,0,0,495
35017000027,707,518,79,401,8,41,2,0,439
35017000005,1242,1083,751,270,15,47,9,2,332
35017000009,628,524,178,322,3,24,3,1,346
35017000004,115,105,75,25,4,5,1,1,30
35017000024,654,515,115,376,4,32,1,0,400
35025000002,73,51,34,15,2,0,0,0,17
35025000014,1938,1352,380,929,24,24,11,0,972
35017000034,800,644,117,508,6,35,2,1,527
35017000023,442,339,162,173,1,9,0,0,177
35013000017,1633,1265,204,1040,12,30,4,1,1061
35013000116,1932,1554,880,492,63,43,74,4,674
35013000130,1455,1135,499,534,52,60,22,3,636
35013000059,1495,1137,414,631,48,51,34,0,723
35013000011,1891,1270,22,1232,7,26,7,0,1248
35013000159,1827,1242,19,1218,4,18,2,2,1223
35059000009,102,76,69,6,0,1,1,1,7
35059000004,1074,849,498,293,27,39,7,6,351
35059000001,511,387,279,85,3,16,6,4,108
35013000019,1504,1323,1014,237,41,38,13,5,309
35013000146,1046,836,383,408,10,50,5,0,453
35029000014,1279,1066,695,298,16,59,17,1,371
35013000082,1101,847,126,704,5,35,3,1,721
35013000051,837,676,238,384,19,32,20,0,438
35013000105,3101,2200,908,1059,87,98,85,7,1292
35013000122,2096,1570,553,958,23,56,24,4,1017
35013000121,1010,724,175,516,9,28,6,3,549
35013000062,1733,1248,472,677,48,57,33,4,776
35025000016,1207,852,166,649,15,25,11,0,686
35013000103,1422,1141,481,555,37,42,55,1,660
35013000096,1591,1255,398,814,13,30,1,2,857
35013000074,1668,1169,272,842,21,36,14,2,897
35013000120,303,223,66,146,6,5,0,0,157
35013000101,1817,1447,379,1013,19,44,25,2,1068
35013000066,1555,1202,361,784,24,53,8,1,841
35013000132,885,672,219,415,9,34,10,0,453
35013000133,1135,811,279,498,24,33,12,1,532
35013000053,1875,1597,430,852,134,73,142,4,1167
35013000083,1462,1150,485,600,28,55,11,0,665
35013000127,1582,1127,313,781,17,45,8,0,814
35013000135,1201,920,370,463,38,51,32,2,550
35025000021,734,519,277,214,12,14,1,0,242
35025000041,3459,2429,942,1119,224,94,81,1,1487
35025000043,2296,1596,556,900,76,67,17,0,1040
35025000027,1650,1175,703,383,42,36,20,5,472
35025000025,848,650,424,184,14,18,11,0,226
35025000042,1318,867,342,464,33,23,7,3,525
35025000057,1192,871,520,296,14,27,17,1,351
35025000056,2315,1963,655,1118,115,93,0,1,1308
35025000020,1363,1045,575,361,78,32,14,5,470
35013000080,1148,845,16,827,4,6,2,1,829
35013000160,1083,774,13,761,4,13,0,0,761
35013000022,1773,1198,321,830,29,45,13,2,877
35013000145,2517,1809,385,1353,34,86,30,1,1424
35013000065,1668,1164,143,1000,11,25,6,2,1021
35013000131,1638,1147,337,754,41,54,6,9,810
35013000118,2389,1616,502,977,49,88,32,4,1114
35013000117,1717,1191,212,939,29,53,9,0,979
35013000119,1668,1242,310,866,32,70,15,1,932
35013000079,1665,1194,154,1024,6,27,4,1,1040
35013000042,748,560,78,448,11,49,11,2,482
35013000071,905,734,408,282,26,25,9,2,326
35013000112,1850,1355,695,514,51,53,71,5,660
35013000142,1566,1237,691,435,43,37,50,0,546
35013000139,1803,1476,840,489,62,42,71,0,636
35013000140,897,670,323,274,47,26,21,2,347
35013000034,1508,1204,323,842,17,46,8,1,881
35013000001,1359,928,127,786,3,25,2,0,801
35051000001,1636,1347,742,556,8,45,6,2,605
35041000015,777,580,320,227,5,19,3,0,260
35041000019,893,671,456,193,9,14,5,0,215
35041000002,1059,801,504,210,28,32,20,3,297
35053000024,435,354,133,202,7,19,3,0,221
35053000027,1432,1042,366,623,9,54,3,1,676
35053000013,795,650,358,222,3,85,5,0,292
35053000026,99,74,46,21,2,9,0,0,28
35053000021,155,126,79,47,0,3,0,0,47
35053000006,687,539,157,345,11,37,9,1,382
35053000014,379,326,171,112,3,59,2,0,155
35053000011,728,586,261,294,6,29,4,2,325
35059000006,1384,1154,484,570,56,62,13,6,670
35025000017,1098,775,124,612,18,24,16,1,651
35053000012,92,71,29,30,4,6,0,0,42
35041000018,1059,752,435,283,10,28,15,1,317
35009000030,828,626,305,287,15,29,0,3,321
35041000014,1730,1458,747,484,142,37,52,17,711
35041000001,1339,953,352,529,36,22,15,6,601
35041000012,1364,988,518,373,26,62,17,6,470
35025000044,1602,1077,358,634,60,50,2,0,719
35025000033,1443,960,401,502,33,32,7,2,559
35025000053,2737,1787,258,1297,218,27,6,5,1529
35025000059,1031,667,108,474,79,15,1,0,559
35025000055,980,743,123,576,41,10,3,2,620
35025000058,1068,735,33,565,127,14,4,5,702
35025000052,1388,952,199,653,71,40,11,4,753
35025000010,2269,1622,657,863,41,74,7,1,965
35025000074,892,638,288,331,4,14,1,0,350
35005000012,742,560,417,116,4,17,3,4,143
35017000002,554,476,367,77,1,23,6,0,109
35059000007,773,610,326,261,7,25,2,0,284
35035000020,768,600,198,293,83,19,16,6,402
35053000016,202,153,76,55,2,18,4,0,77
35053000025,137,117,55,56,0,4,1,0,62
35053000015,1559,1095,34,40,3,1035,11,3,1061
35023000006,662,523,337,156,11,12,5,3,186
35023000005,262,235,192,28,2,5,1,3,43
35005000025,718,517,239,246,18,11,1,1,278
35005000051,720,507,79,386,28,13,3,1,428
35025000022,2251,1561,776,648,37,48,61,1,785
35025000019,1157,901,553,269,23,23,38,6,348
35025000029,2102,1514,572,757,100,59,40,5,942
35025000023,1971,1469,777,531,74,39,53,2,692
35017000037,746,574,383,172,8,16,2,1,191
35017000011,1107,853,515,284,10,52,8,3,338
35005000104,164,122,79,33,2,6,1,0,43
35015000040,279,216,139,56,1,16,1,0,77
35017000019,735,604,198,360,8,34,13,2,406
35017000014,1274,1005,496,443,24,54,17,1,509
35017000016,1278,1016,468,480,12,42,16,2,548
35023000001,1114,820,273,519,10,22,5,3,547
35006000025,491,363,10,19,0,341,1,1,353
35005000101,1590,1109,324,746,7,18,10,3,785
35005000092,994,738,327,387,10,17,2,1,411
35005000102,1166,854,256,579,2,20,6,3,598
35005000106,830,603,217,365,5,13,4,1,386
35005000094,1383,971,228,694,42,17,12,0,743
35005000095,1394,927,131,737,42,32,4,1,796
35017000028,844,671,141,505,6,31,7,0,530
35017000001,633,511,436,44,3,20,5,2,75
35017000035,125,105,92,8,0,3,3,0,13
35023000003,1097,864,241,606,11,16,3,3,623
35015000036,1369,1057,727,279,5,39,5,1,330
35015000049,645,471,252,211,1,6,0,1,219
35015000019,985,773,509,207,15,41,11,4,264
35015000037,1762,1304,868,313,28,44,54,1,436
35015000039,753,552,304,228,2,24,1,0,248
35015000006,1088,800,389,374,5,29,7,2,411
35015000033,906,669,341,299,4,24,10,1,328
35015000050,1354,1012,512,458,4,32,1,1,500
35005000001,965,771,520,213,7,28,7,0,251
35005000046,232,170,111,49,0,10,1,1,59
35005000052,1267,931,276,632,18,31,10,1,655
35005000034,843,618,181,413,9,15,1,1,437
35005000061,965,691,81,573,29,33,7,2,610
35005000063,1147,901,208,656,32,22,4,1,693
35005000064,1386,983,109,826,32,18,6,2,874
35005000041,2195,1588,900,612,17,65,9,3,688
35031000004,784,595,2,6,1,588,2,0,593
35031000005,1453,1112,29,22,6,1041,22,0,1083
35031000001,2508,1498,10,7,24,1456,17,1,1488
35031000014,1883,1334,105,47,3,1185,6,2,1229
35031000013,787,564,8,3,6,555,3,1,556
35031000015,1462,982,4,3,3,976,0,0,978
35031000051,778,578,2,3,0,576,1,0,576
35031000008,718,517,0,3,0,514,0,0,517
35031000023,1500,1014,4,6,6,1010,0,0,1010
35031000036,540,385,44,69,4,291,4,1,341
35031000035,1200,792,38,239,16,509,9,2,754
35015000021,1086,811,381,358,31,36,29,0,430
35015000020,1485,1173,617,463,31,58,12,5,556
35015000025,658,500,286,165,18,15,9,0,214
35015000012,378,275,99,159,6,3,2,2,176
35015000017,1569,1191,671,463,20,45,4,1,520
35015000014,1034,745,258,442,38,15,4,2,487
35015000009,2215,1579,536,953,33,42,15,5,1043
35015000032,1566,1092,236,829,19,26,4,4,856
35015000007,1721,1332,818,453,21,33,14,2,514
35015000031,1092,832,375,420,16,17,10,0,457
35015000041,1205,855,401,420,2,29,2,2,454
35015000001,849,632,322,272,8,41,2,1,310
35015000030,184,136,97,27,4,6,4,1,39
35015000003,1345,936,365,510,18,37,19,3,571
35015000053,1296,902,334,500,7,43,12,2,568
35043000027,277,241,73,129,6,37,1,0,168
35043000021,474,401,92,268,7,41,2,0,309
35043000118,1361,1109,754,271,32,31,29,5,355
35043000063,857,640,314,247,29,49,19,0,326
35043000095,1866,1311,11,155,3,1231,5,2,1300
35043000020,1353,973,0,122,3,971,0,0,973
35043000117,552,463,254,144,15,27,40,4,209
35043000083,867,697,420,232,19,10,26,3,277
35043000062,1038,838,483,241,31,50,43,3,355
35043000136,918,706,464,170,34,31,18,5,242
35043000014,763,531,1,16,3,525,0,0,530
35043000026,449,319,3,7,1,312,0,0,316
35043000009,1066,741,1,15,2,729,2,0,740
35043000091,1899,1319,3,9,5,1306,2,0,1316
35055000001,782,674,458,154,12,32,4,0,216
35043000008,690,518,5,49,1,480,0,1,513
35043000087,1594,1207,187,961,8,67,3,2,1020
35043000001,1291,1008,255,712,4,62,3,0,753
35043000050,1794,1320,729,445,33,81,48,4,591
35043000111,1320,958,453,397,16,70,42,1,505
35043000135,904,706,345,270,40,43,29,0,361
35043000082,1361,1023,459,477,25,53,32,9,564
35043000127,1443,943,461,354,59,65,24,5,482
35043000069,1813,1326,630,533,36,88,47,17,696
35043000057,808,657,501,120,4,22,18,1,156
35001000003,614,454,199,166,21,27,54,1,255
35043000033,2101,1832,965,634,88,124,44,1,867
35043000114,759,726,539,124,23,31,10,3,187
35043000076,810,776,630,98,16,18,11,1,146
35043000133,549,518,421,64,4,15,10,1,97
35043000055,430,410,309,65,6,15,20,2,101
35043000035,1709,1330,724,460,25,120,36,8,606
35043000004,949,721,159,494,5,78,7,0,562
35043000019,684,509,1,6,2,498,0,1,508
35043000085,1078,788,293,417,20,63,6,5,495
35043000138,1692,1250,624,525,54,54,21,0,626
35043000030,1452,1035,507,408,27,67,45,2,528
35043000096,1024,812,418,333,12,45,13,0,394
35001000174,1208,951,376,440,33,70,49,4,575
35001000116,1013,765,373,298,34,38,36,7,392
35001000002,1132,931,482,361,33,40,39,0,449
35043000022,658,500,90,280,9,121,4,0,410
35043000025,1244,885,25,10,2,855,0,0,860
35043000023,323,282,114,151,1,11,4,0,168
35043000139,1195,847,413,329,62,33,32,5,434
35043000086,1382,871,410,348,43,49,45,6,461
35043000129,1472,958,446,314,54,57,101,4,512
35043000128,1292,914,422,355,54,45,62,3,492
35043000072,2338,1607,815,541,66,75,150,15,792
35006000024,721,567,7,9,3,549,2,5,560
35006000007,952,762,261,446,10,57,10,0,501
35015000038,254,187,135,47,0,6,0,0,52
35015000035,1572,1203,724,407,8,51,19,5,479
35015000002,1145,889,301,526,28,23,17,1,588
35015000022,1718,1214,124,1024,32,48,9,3,1090
35015000024,1101,838,491,314,11,32,4,0,347
35015000004,1182,814,383,379,13,24,9,2,431
35028000021,790,572,397,71,15,22,70,5,175
35028000005,1145,873,661,137,8,28,43,2,212
35028000018,559,433,275,94,23,22,30,0,158
35045000108,966,717,490,104,8,111,6,3,227
35045000064,1057,822,571,171,5,67,2,5,251
35045000076,1665,1217,554,363,2,275,19,0,663
35045000073,1290,987,392,511,4,93,6,1,595
35006000016,657,515,223,228,17,40,1,2,292
35045000072,1385,1132,620,416,3,73,7,4,512
35045000075,1548,1055,411,329,8,304,12,0,644
35045000079,1119,823,368,213,4,235,4,0,455
35045000074,1908,1324,613,357,17,338,22,2,711
35045000071,640,499,314,66,7,111,1,1,185
35055000032,249,221,38,175,1,17,2,1,183
35055000028,506,406,59,326,2,32,0,1,347
35055000002,297,247,74,164,0,15,4,0,173
35031000017,1657,1211,242,113,4,872,11,0,969
35031000016,1026,719,33,20,6,640,26,1,686
35031000049,1525,1160,368,269,15,479,48,0,792
35031000054,1126,850,20,26,3,807,2,1,830
35031000050,412,293,66,43,9,175,13,1,227
35031000022,1409,1029,31,36,5,976,1,1,998
35031000065,1339,1066,160,48,1,868,2,2,906
35031000058,1592,1092,140,195,18,787,1,3,952
35031000025,1096,807,45,7,1,754,1,6,762
35047000022,457,378,163,204,4,11,1,0,215
35047000031,1016,824,263,532,9,28,2,3,561
35047000021,821,684,237,405,10,38,2,1,447
35047000033,102,86,34,49,0,2,4,0,52
35047000014,104,95,34,57,0,4,0,0,61
35047000015,289,262,174,79,2,8,3,1,88
35047000018,388,325,56,248,2,9,5,2,269
35047000020,233,177,21,148,0,8,1,0,156
35047000019,888,691,194,461,6,32,3,4,497
35047000017,229,163,12,149,0,2,1,0,151
35047000032,290,242,64,164,1,7,2,1,178
35047000006,705,560,95,442,8,35,16,2,465
35047000010,649,545,203,322,9,19,3,3,342
35047000024,967,807,246,547,1,21,8,2,561
35047000023,1652,1317,238,1033,7,62,13,6,1079
35047000016,1257,1021,337,657,5,25,4,0,684
35047000012,1250,1033,304,644,38,50,11,2,729
35047000013,269,195,28,158,0,8,2,1,167
35007000017,568,464,121,332,1,22,5,0,343
35029000012,2025,1445,237,1138,25,39,21,6,1208
35029000003,1793,1488,854,565,12,49,14,1,634
35029000013,1332,1032,579,387,17,57,12,3,453
35029000016,1252,928,369,529,9,21,8,1,559
35029000017,1337,954,301,617,5,25,3,0,653
35029000011,1665,1240,245,947,33,43,15,5,995
35029000015,1205,986,330,585,40,31,20,11,656
35055000019,1114,903,289,573,6,46,3,1,614
35055000044,975,799,415,337,13,41,6,5,384
35055000021,637,516,177,314,3,21,6,1,339
35055000045,977,775,245,478,4,54,5,1,530
35055000026,256,204,63,120,8,23,8,7,141
35055000047,1258,1005,423,476,19,94,20,0,582
35055000035,797,662,354,259,4,30,11,2,308
35055000008,414,360,232,115,1,4,3,1,128
35055000009,1312,1173,715,374,2,40,23,0,458
35055000005,654,520,76,425,2,17,2,0,444
35055000033,80,62,57,4,2,0,2,0,5
35007000003,490,381,177,172,2,24,2,1,204
35007000004,761,661,300,307,15,38,6,0,361
35007000019,353,250,82,165,0,5,0,0,168
35029000001,1115,741,205,491,29,28,7,3,536
35029000002,1946,1577,716,795,11,56,5,4,861
35031000052,743,581,169,54,5,363,7,1,412
35031000018,339,248,12,7,5,227,5,2,236
35031000024,1620,1201,66,40,5,1104,1,0,1135
35031000045,1053,842,223,175,29,328,108,3,619
35031000055,918,667,46,32,1,599,4,0,621
35031000021,1706,1284,155,517,14,642,15,2,1129
35031000019,2044,1454,12,29,8,1434,0,0,1442
35031000056,1138,814,335,145,25,249,81,0,479
35031000003,1344,948,60,15,5,881,0,0,888
35031000057,722,551,12,21,0,531,1,1,539
35031000039,979,766,185,150,11,406,34,2,581
35031000020,1677,1230,44,55,7,1149,4,5,1186
35031000007,1174,911,4,11,4,904,0,0,907
35031000006,2060,1488,6,12,0,1475,0,0,1482
35031000053,1246,859,2,21,2,848,0,0,857
35055000018,1080,929,566,283,11,51,13,2,363
35055000043,796,639,304,299,8,26,21,1,335
35055000020,1040,870,300,519,6,56,9,4,570
35055000023,94,90,49,37,0,7,0,1,41
35055000036,169,122,7,11,1,106,1,0,115
35029000006,1627,1225,478,689,32,49,16,2,747
35029000007,1320,979,266,669,10,22,14,1,713
35029000005,1053,795,381,393,6,12,10,0,414
35051000011,1359,1124,739,310,15,68,14,2,385
35051000010,879,803,645,122,2,32,5,1,158
35051000005,689,580,407,138,3,30,2,0,173
35051000004,611,522,384,110,1,29,3,1,138
35057000017,1506,1203,811,294,14,92,12,2,392
35057000005,1531,1212,760,343,15,63,22,2,452
35049000125,1135,892,649,191,7,40,8,1,243
35001000229,1336,933,427,416,34,72,34,1,506
35001000264,1543,1004,329,519,53,68,60,7,675
35001000231,1585,1115,400,496,84,92,80,8,715
35001000127,2513,1714,701,757,81,111,108,8,1013
35001000606,1030,775,370,319,33,45,31,5,405
